CustomerID,Recency,Frequency,Monetary,WillPurchaseNext,Monetary_log
14599,46,2,474.54,0,6.164451000424257
14600,49,1,471.84,1,6.158757064882177
14602,312,1,205.36,0,5.329622216376449
14604,289,1,143.86,0,4.97576775876718
14605,30,4,937.16,0,6.843920510152809
14606,22,102,18704.41,1,9.836568065814944
14607,123,8,7568.13,1,8.931833412482058
14608,35,7,1567.79,1,7.358059900562994
14609,46,6,884.64,1,6.786310547492762
14610,51,2,24.35,0,3.232778730037192
14611,99,2,604.33,0,6.405773763870038
14612,71,1,877.7,0,6.7784435425017975
14613,336,1,76.32000000000001,0,4.34795265434013
14614,42,1,295.13,0,5.690798547097907
14615,50,5,951.76,0,6.859363035631714
14616,41,2,121.7,1,4.809742351716865
14617,58,2,190.47,0,5.254731138385114
14618,32,4,788.88,1,6.6718810351891085
14619,197,1,896.8,1,6.799947326347832
14621,167,4,1212.21,1,7.101025018444484
14623,36,5,1170.33,1,7.065895134315066
14624,71,4,588.22,1,6.3787996283436765
14625,30,9,3598.25,1,8.188480769406464
14626,51,7,2619.65,1,7.8711776575885635
14627,35,1,462.75,0,6.139345613921645
14628,98,3,1326.04,1,7.190706177058017
14630,140,1,338.65,0,5.8279156756373105
14631,42,3,1018.71,1,6.927273552128017
14634,93,4,2124.46,0,7.661743528520375
14635,109,1,215.22,0,5.376296407864626
14637,333,1,106.68,0,4.679163865896418
14639,64,3,1994.47,1,7.598634890549671
14640,65,4,1541.98,1,7.341470890516357
14643,273,3,986.08,1,6.894751089846883
14644,70,5,1416.96,1,7.2569744979494875
14645,290,1,279.8,1,5.637642672151656
14647,179,1,276.75,1,5.6267214285197396
14648,72,15,4546.86,0,8.422412071634975
14649,38,5,2358.02,1,7.766001557540451
14650,245,1,62.5,0,4.151039905898646
14651,50,7,1379.52,1,7.230215518769794
14653,169,5,1666.99,1,7.4193745876968835
14654,394,1,246.86,0,5.512864070636728
14655,44,3,1946.28,1,7.574188806023659
14656,71,3,523.6,1,6.262636067432774
14657,85,2,612.65,1,6.419424733043517
14662,83,3,645.16,1,6.471047151134041
14663,86,2,490.6,0,6.19766537769188
14665,83,2,913.95,1,6.818869418973696
14667,21,31,12685.94,1,9.448328396879
14668,101,1,111.63,0,4.724108110059605
14669,289,4,1973.94,1,7.588293297126913
14670,388,1,190.47,1,5.254731138385114
14671,205,2,1127.45,0,7.02860028867434
14672,171,2,347.59,1,5.8538964465012
14673,23,3,1674.41,1,7.423813190425784
14674,165,1,173.66,0,5.162841226985587
14675,44,1,462.15,1,6.138050975700036
14676,50,6,5808.55,1,8.66725839417853
14677,248,1,184.91,0,5.225262685642126
14678,235,1,403.39,0,6.0023797588484875
14679,37,3,1289.44,0,7.1627385244706785
14680,27,43,28658.66,1,10.263245838087789
14681,43,3,376.2000000000001,1,5.9327755507593025
14682,84,4,1462.81,1,7.288797904678154
14683,244,1,146.56,0,4.994234872728475
14684,46,1,232.27,1,5.4521965809604644
14685,232,8,4619.79,0,8.438320965128687
14686,70,5,885.83,0,6.7876533066692755
14687,56,2,773.6800000000001,1,6.652450040859531
14688,29,8,2082.7,1,7.641900438576155
14690,48,2,422.63,1,6.0488604327492705
14692,36,8,1153.54,1,7.051457275227703
14693,81,6,992.46,1,6.901193799480291
14694,273,1,244.31,0,5.5025227168419955
14695,175,3,1620.07,0,7.390841704023542
14696,29,2,688.95,1,6.536619131197564
14699,91,3,593.47,1,6.387670252283967
14700,71,2,880.96,1,6.782146703504459
14701,98,6,2012.72,1,7.607739036801071
14702,21,13,3462.08,1,8.149913645492795
14704,80,2,266.66,1,5.589717518368229
14706,274,1,390.69,0,5.970470710603746
14707,91,2,139.2,0,4.94306997460049
14708,24,3,1085.91,1,6.9910940870052425
14709,35,12,3965.29,1,8.285586427939522
14710,35,9,1316.46,1,7.183460919423318
14712,74,1,411.0,1,6.021023349349527
14713,21,11,2752.51,1,7.920631740437361
14714,63,3,746.05,1,6.616132117297094
14715,98,4,973.07,1,6.881483169643275
14716,100,1,235.77,1,5.467089205794908
14717,389,1,81.3,0,4.410371107683024
14718,66,1,226.42,0,5.426798528196577
14721,35,1,115.77,0,4.760206188087624
14722,133,2,325.45,1,5.788276797632642
14723,27,7,934.76,1,6.841359033342451
14724,246,1,345.25,0,5.847161057501548
14725,50,3,597.16,1,6.39385827669166
14726,310,1,124.75,0,4.8342958089798485
14727,202,2,199.35,1,5.300065837082154
14728,69,1,190.58,0,5.255305475954746
14729,29,3,593.89,1,6.388376514504754
14732,48,11,2814.58,1,7.942923558427032
14733,23,4,6599.06,1,8.794834018882286
14734,81,4,1056.42,0,6.963587257940615
14735,44,24,6174.47,1,8.728340271960027
14736,141,2,401.08,0,5.996651073795282
14737,56,1,2389.62,1,7.779308025509446
14738,217,2,507.45,1,6.231366882237147
14739,23,19,8385.22,1,9.034345161586455
14740,65,8,2712.85,1,7.906123569891746
14741,28,2,497.25,1,6.211101959092904
14742,91,1,579.85,0,6.364492547959484
14743,248,1,50.48,0,3.941193382727926
14744,22,8,2785.1,1,7.932398047450072
14745,157,7,1351.55,1,7.209746978614025
14746,62,4,593.5,0,6.387720716130836
14748,24,7,1736.57,1,7.460242864397201
14749,135,1,310.15,0,5.740275111015227
14750,392,1,112.03,0,4.72765327020264
14751,340,2,126.45,0,4.847724130822124
14753,116,1,306.36,1,5.728019699020247
14754,81,4,912.43,1,6.817206744529469
14755,37,14,4962.27,1,8.50982007668676
14756,38,2,1914.8,1,7.557890568948792
14758,52,3,1380.91,1,7.23122187919689
14761,100,1,192.02,1,5.26279381047899
14762,282,1,117.05,1,4.771108263531522
14766,22,6,4082.76,1,8.314773411642003
14767,130,1,382.81,0,5.950147638471271
14769,46,9,5097.13,1,8.536629084807092
14770,123,6,2761.2200000000003,1,7.92378998322293
14771,277,2,594.62,0,6.3896028798296856
14773,248,1,140.55,0,4.952653011557909
14774,184,1,241.45,0,5.490795503551361
14775,28,1,406.56,1,6.010188161106084
14776,43,4,1170.0,1,7.065613363597717
14777,59,1,307.56,0,5.731916313899973
14783,315,1,307.3,0,5.731073334892105
14784,45,1,159.94,1,5.081031624717987
14786,206,1,90.96,0,4.521353699894981
14787,127,1,110.65,0,4.7153689782861665
14788,252,1,476.88,1,6.169359654949023
14790,30,6,1781.56,1,7.485805812311006
14791,262,1,303.63,0,5.719097925433975
14793,191,1,396.91,1,5.98622584905978
14794,58,3,633.99,1,6.453609250737194
14796,22,11,2867.15,1,7.961422501607078
14797,163,1,300.31,0,5.70813963509761
14798,37,5,550.5699999999999,1,6.312768757202979
14799,393,1,180.45,1,5.200980133659079
14800,25,6,3434.58,1,8.141941040475661
14802,94,2,1502.98,0,7.315870206549027
14805,60,3,549.99,1,6.311716660167896
14806,95,1,110.04,1,4.7098904967584945
14807,46,2,519.29,0,6.254386348430604
14809,277,2,686.76,0,6.533439939866189
14810,25,3,449.14,1,6.10955864549045
14811,43,1,170.5,0,5.144583266605995
14812,254,1,185.8,0,5.230038525794742
14813,25,4,935.44,1,6.842085451492117
14814,237,1,160.46,0,5.08425743396687
14817,51,5,2849.52,1,7.95525671275995
14818,114,3,512.61,1,6.24146422259119
14819,150,2,198.09,1,5.293756983791705
14820,36,5,767.47,1,6.644401525131453
14821,22,7,1237.65,1,7.121777355846786
14822,141,1,157.7,0,5.0670156275323635
14824,35,6,2895.2000000000003,1,7.971154811894502
14825,24,13,2698.17,1,7.90069959732567
14826,237,2,385.2,0,5.956355369994414
14827,321,1,0.0,0,0.0
14828,44,10,7699.7,1,8.949066512800703
14829,28,4,995.29,1,6.90403837986303
14831,336,3,1676.57,0,7.425101596738257
14832,286,1,322.69,0,5.779786267653029
14833,154,1,94.8,0,4.562262684976814
14834,63,1,485.86,1,6.187976607421274
14835,184,2,297.0,0,5.697093486505405
14837,98,5,1810.82,1,7.502087143920259
14838,79,2,773.6700000000001,0,6.652437132220425
14839,74,3,915.28,0,6.8203219948203735
14840,195,1,299.86,1,5.706645040269677
14841,30,8,3867.24,1,8.260554902218118
14843,92,1,211.8,0,5.360352757467489
14844,86,6,3512.62,1,8.164402124026534
14845,255,1,150.0,0,5.017279836814924
14846,83,1,437.4,0,6.083131735633806
14847,63,2,1039.55,1,6.9475046984994195
14848,60,1,310.56,0,5.741591936051748
14849,29,21,7832.91,1,8.966217025775817
14850,73,6,1468.26,1,7.292514151663234
14851,286,1,318.06,1,5.765379172872851
14852,80,12,3310.49,1,8.105153518140918
14853,79,3,901.07,1,6.804692122372995
14854,46,4,1563.03,1,7.35502110250697
14855,130,5,5874.65,1,8.678571971190268
14857,98,5,2478.731,1,7.815905365534041
14858,161,1,180.75,0,5.202632116413628
14859,210,1,351.9,1,5.8661847306812245
14861,36,9,1254.94,1,7.135639575186451
14865,28,3,77.52,1,4.3633533694082605
14866,22,8,6460.32,1,8.773588910268549
14867,51,13,2241.78,1,7.715471446785109
14868,36,4,1230.42,1,7.115923254021356
14869,44,4,2078.54,1,7.639901994391092
14870,69,5,1511.7,1,7.321651412568154
14871,149,5,736.59,1,6.60338811466675
14872,139,3,816.6,0,6.70637321944944
14873,289,1,334.45,1,5.815472914008897
14874,191,1,116.18,0,4.7637112141166424
14875,97,1,1397.08,1,7.242855145763071
14876,177,2,256.7,0,5.551796117658319
14877,74,2,437.0,0,6.082218910376446
14878,32,16,2619.7,1,7.8711967366426245
14879,340,1,185.06,0,5.226069202340413
14882,46,12,3038.4500000000003,1,8.019431856979448
14884,325,1,120.6,0,4.800736969532067
14885,83,2,832.8,1,6.7259935654466965
14890,274,2,691.6,1,6.540452631968321
14891,72,2,552.35,1,6.315990712710795
14892,346,1,202.35,0,5.314928632353234
14893,273,1,571.76,1,6.350466780805806
14894,99,2,837.0600000000001,1,6.7310896969643395
14895,39,18,13980.83,1,9.545513908508529
14896,21,7,1623.65,1,7.393047686949856
14897,65,4,1774.16,1,7.4816458386921445
14898,27,9,2204.29,1,7.6986142985074215
14899,51,1,1384.88,0,7.234090595914997
14900,178,1,13.919999999999998,0,2.7027025947756145
14901,22,5,868.36,1,6.767757308754597
14902,51,2,702.96,1,6.55672153636201
14904,64,2,615.2,1,6.423571586162567
14905,30,6,1355.24,1,7.212471443989697
14906,101,1,68.44,0,4.240463070352095
14907,23,10,2664.69,1,7.888218214907951
14908,119,1,104.1,1,4.6549122778829055
14909,93,3,1404.68,0,7.248276450449636
14913,44,4,2845.7000000000003,1,7.953915707647822
14915,31,9,1503.77,1,7.316395341583945
14916,87,4,1773.97,1,7.481538800358235
14917,252,2,1123.75,0,7.025316067721282
14918,60,7,4345.66,1,8.377163013069026
14919,195,1,359.35,0,5.88707578137045
14920,221,1,629.4,1,6.44635453854367
14922,49,2,843.74,0,6.739028887702491
14924,266,2,620.96,1,6.432875781989615
14926,37,2,359.4,0,5.887214525734183
14927,52,1,308.2,0,5.733988316713267
14928,283,1,223.91000000000005,0,5.41570032218308
14929,77,1,612.8100000000001,1,6.419685434004699
14940,73,2,531.49,0,6.277564118064523
14941,234,1,182.1,0,5.210032451680465
14942,57,4,746.56,0,6.616814569602102
14943,319,1,107.62,0,4.687855552606699
14944,45,7,3884.42,1,8.264986365066596
14945,69,1,179.4,0,5.1951766076285235
14947,44,4,758.97,1,6.63327895881706
14949,125,4,515.0,0,6.246106765481563
14952,52,21,9529.86,1,9.16229023391987
14953,74,3,723.95,1,6.586102686959203
14954,359,1,167.27,1,5.125569832188355
14955,388,1,163.77,0,5.10455056206934
14956,77,1,1325.0,0,7.189922170745808
14957,300,1,274.8,1,5.619675965359201
14958,251,3,458.26,1,6.129616498490725
14961,35,13,9365.47,1,9.144891569992017
14962,195,3,240.21000000000004,1,5.485667923363432
14963,35,7,1676.68,1,7.425167165622864
14966,43,5,924.52,1,6.830355741720633
14967,97,5,1518.81,1,7.326340606027171
14968,114,1,357.4,1,5.881649681100775
14969,359,1,906.23,0,6.810396001209797
14970,65,8,3327.29,1,8.110213937567757
14972,37,1,30.300000000000004,1,3.4436180975461075
14975,77,1,192.45,1,5.265019081146522
14977,381,1,31.93,0,3.494384096388273
14978,86,5,1210.72,1,7.099796116837002
14979,391,1,439.46,0,6.087819635350745
14980,393,1,150.68,0,5.021773038506712
14981,79,1,270.8,1,5.605066501717044
14982,228,1,237.78,0,5.475542625917242
14983,345,1,183.2,0,5.216022123821206
14984,44,4,1058.14,1,6.965212537052589
14986,32,2,566.9,0,6.341945346883387
14987,21,7,1387.4499999999998,1,7.235943296015653
14988,36,6,1732.06,1,7.457643911158978
14989,317,1,342.4,0,5.838895948463375
14990,268,2,305.42,0,5.724956709887608
14991,86,1,314.67,0,5.754697364124307
14992,98,1,210.5,0,5.354224998486333
14993,219,1,36.13,0,3.6144252681889886
14994,38,5,960.63,0,6.8686297612976235
14996,137,2,442.29,0,6.094224183409496
14997,311,1,230.4,1,5.444147814759576
14998,84,2,340.86,1,5.834401296528122
14999,248,1,129.48000000000002,0,4.871219958312759
15001,50,2,230.86,0,5.446133741242256
15002,23,6,3175.52,1,8.063541536924765
15003,129,6,1060.7,0,6.967626676019528
15005,22,29,7789.63,1,8.960677008508748
15006,109,1,323.05,1,5.780897824873725
15008,136,2,360.0,0,5.8888779583328805
15011,51,2,416.6,0,6.034524036568429
15012,29,2,437.58,1,6.08354223530889
15013,143,10,1641.3,0,7.403852977343515
15015,157,13,2365.02,0,7.768964497587981
15016,49,4,460.26,1,6.133961875336526
15018,23,1,111.25,1,4.720728526622364
15020,35,1,203.42,0,5.32017670090093
15021,22,4,869.01,1,6.768504705835444
15022,333,1,281.05,1,5.642084360185986
15023,25,10,5367.92,1,8.588382049957675
15024,23,8,2414.18,1,7.7895290974706315
15025,224,1,636.08,1,6.4568952363835805
15026,31,2,592.61,1,6.386222538072459
15027,51,6,2129.45,1,7.664088503995247
15028,24,3,530.58,1,6.27585370385897
15029,275,1,365.1,0,5.902906520126191
15030,36,6,1461.63,1,7.287991464044517
15031,50,10,2488.44,1,7.819813064566652
15032,22,7,8821.55,1,9.08506622286122
15034,42,6,4004.79,1,8.295496093483768
15037,32,2,402.51,0,6.000201270550366
15038,25,4,604.37,1,6.405839841345903
15039,24,47,20116.99,1,9.909369718626857
15040,197,1,7.49,0,2.138889000323256
15041,100,1,113.67,1,4.742058438050213
15042,251,1,179.52,1,5.1958415749588
15043,119,5,2336.8,1,7.75696559517367
15044,35,18,8504.1,1,9.048421262550375
15046,81,10,2598.62,1,7.863120559481906
15048,24,1,98.7,1,4.602165676967792
15050,77,2,2411.7000000000003,1,7.788501731331401
15051,35,6,2543.55,1,7.841709096061802
15055,130,3,560.07,0,6.329845674922272
15056,176,1,133.45,0,4.901192382714874
15057,99,3,1766.46,1,7.477298766680135
15058,32,5,1285.04,1,7.159323008512906
15059,32,10,2185.85,1,7.69021743121894
15061,23,86,83284.38,1,11.330028302547134
15062,79,4,1597.76,1,7.3769836077601205
15064,66,4,1254.41,0,7.135217491440363
15065,66,1,168.73,1,5.13420893917344
15067,69,2,2133.12,1,7.665809662708082
15068,74,2,623.49,1,6.436935316627178
15070,28,3,737.0500000000001,1,6.604011572983006
15071,42,2,473.49,1,6.16224054301231
15072,135,1,187.52,0,5.23920410205553
15073,56,5,1744.61,1,7.464859343751673
15074,85,2,817.46,1,6.707424525733084
15076,148,2,566.89,1,6.3419277379944194
15077,150,2,2428.08,0,7.795267863824162
15078,24,23,8018.77,1,8.98966502214509
15079,21,8,2871.74,1,7.963021557146566
15080,83,2,546.25,0,6.304905736402972
15081,23,8,1460.92,1,7.287505919250311
15082,324,1,93.35,0,4.547011271814559
15084,35,2,965.2,0,6.873370852120306
15085,385,1,347.54,0,5.853753001232496
15086,220,2,218.53,0,5.391488897435831
15091,330,2,565.9,1,6.340182921330258
15092,118,1,318.65,1,5.767226647212736
15093,28,18,9729.09,1,9.182978424880336
15094,119,2,83.0,0,4.430816798843313
15095,76,6,1771.04,1,7.4798867042736825
15097,239,2,660.27,1,6.494162228461808
15100,22,6,2018.7,1,7.610704264514343
15101,171,4,1160.41,1,7.057390063198797
15102,186,2,554.67,0,6.320174592864931
15105,86,2,795.98,1,6.680829584372467
15107,28,4,620.85,1,6.43269890609975
15109,235,2,498.15,1,6.2129066517824345
15110,59,2,509.75,1,6.235880233697731
15111,28,3,1163.39,1,7.05995262372054
15112,267,1,209.4,0,5.349010480863555
15114,39,2,639.56,1,6.462342793764378
15115,388,1,191.74,1,5.261342130423142
15117,104,3,934.19,1,6.840749717200775
15122,78,8,2863.69,1,7.960215420851252
15123,77,3,2456.86,1,7.807046331628367
15124,132,2,266.63,1,5.589605429593802
15125,135,9,5496.39,1,8.612028713133688
15126,192,2,449.49,0,6.110335879243754
15127,175,1,304.97,1,5.723487057930536
15128,86,1,312.68,1,5.748373357984076
15129,41,12,3412.78,1,8.135575460739048
15131,50,1,80.28,0,4.397899983830172
15133,38,2,824.48,1,6.715965035325923
15134,37,2,208.3,1,5.343768629451954
15135,212,1,166.63,1,5.121759169643187
15137,176,2,823.4,0,6.714655849016304
15138,49,1,502.52,0,6.221623433316097
15140,98,1,889.44,1,6.791715722582128
15141,113,7,1388.47,0,7.236677658449301
15142,66,5,2121.18,1,7.66019914121263
15143,88,1,304.18,1,5.72090176646359
15144,35,12,5579.87,1,8.62709995720053
15149,232,4,1033.81,1,6.941973113968312
15150,112,3,3686.61,1,8.21273383071163
15151,79,2,2085.61,0,7.643296018507768
15152,357,1,518.14,1,6.252173596308333
15154,134,2,1091.99,1,6.996672339003853
15155,39,1,383.97,0,5.95316540917378
15157,225,2,718.04,1,6.577916988996964
15158,57,1,204.62,1,5.3260298051145725
15159,51,4,3475.7200000000003,1,8.15384459957338
15160,30,3,431.11,1,6.068680185461118
15161,44,1,119.92,0,4.795129169911258
15162,387,1,312.9,0,5.749074463847908
15164,45,6,1225.87,1,7.1122214896276175
15165,29,1,487.75,1,6.1918511112995755
15166,123,1,167.16,0,5.124915907128641
15167,63,4,1496.67,1,7.311665846083971
15169,38,2,569.22,0,6.3460222512755795
15170,62,1,81.15,0,4.408546844483277
15173,36,7,1494.6,0,7.310282743102959
15174,66,1,345.71,1,5.848488695655459
15176,323,1,988.04,0,6.896734775698672
15177,81,1,948.93,0,6.856388297669246
15179,48,8,5284.97,1,8.57281141977923
15180,23,3,816.9300000000001,1,6.706776758368908
15181,76,2,510.72,1,6.237777600448834
15182,41,9,2376.102,1,7.77363737767218
15183,203,3,639.93,0,6.462920246589264
15184,43,2,283.19,1,5.649643028555553
15186,130,3,991.79,1,6.90051916131751
15188,381,1,310.43,0,5.7411745938732635
15189,37,5,1298.99,1,7.17011185111235
15190,90,1,834.4399999999999,0,6.727958532171293
15191,119,3,588.05,0,6.378511069692128
15192,21,3,937.07,1,6.84382457308745
15194,24,14,4811.16,1,8.478901326749607
15196,88,2,316.25,0,5.759690106594497
15197,50,3,797.9,1,6.683235781487996
15198,64,3,377.71,1,5.9367707406853345
15199,30,6,1853.7,1,7.525478236895241
15200,150,1,549.0500000000001,0,6.310009183185445
15201,95,2,606.4100000000001,1,6.409204016091534
15202,76,3,6001.49,0,8.699929662121509
15203,46,9,2572.38,1,7.852975488901306
15207,72,3,683.92,0,6.5293020431207704
15208,79,1,100.4,1,4.619073091157083
15209,386,1,178.98000000000002,0,5.192845733605803
15210,34,2,845.01,1,6.740531179867333
15211,21,1,383.07,1,5.950824827641287
15212,32,1,106.48,1,4.6773047837472905
15215,49,4,1687.49,1,7.431589917391739
15216,274,1,389.49,1,5.967402360757223
15217,219,1,426.24,0,6.057345916221495
15218,45,11,5759.68,1,8.658810802277484
15219,304,1,379.7,1,5.942011663388452
15221,22,4,2062.2,1,7.632013454567135
15222,128,10,2965.91,1,7.995276286160372
15223,265,3,662.2,1,6.497076603821085
15224,168,3,549.28,1,6.310427239592795
15227,52,4,1269.09,1,7.146843043083483
15228,84,2,2193.56,1,7.693736849834501
15229,242,1,160.5,0,5.084505142662711
15231,277,1,250.26,0,5.526488259576272
15233,57,1,59.400000000000006,0,4.100989104940769
15235,25,6,690.3000000000001,1,6.538573882951219
15240,30,7,2753.41,1,7.920958542572472
15241,86,3,1293.72,1,7.166049734539326
15242,78,1,302.04,0,5.713864809997713
15243,91,1,610.6,1,6.416078474054907
15244,322,1,280.51,1,5.640167970927469
15245,58,5,2095.0,1,7.647786045440933
15246,211,1,266.25,1,5.588184549905154
15247,133,2,620.06,1,6.4314276956237135
15248,67,3,1893.93,0,7.546937177520269
15249,86,5,2577.54,1,7.854978626265784
15250,296,1,60.0,0,4.110873864173311
15251,70,10,9839.55,1,9.194266882793213
15252,77,3,1362.63,1,7.217905540608421
15253,59,3,1136.89,1,7.036930949205884
15254,202,2,787.99,1,6.670753646494326
15255,52,8,2838.57,1,7.951407911241131
15256,217,1,71.95,1,4.289774274968795
15257,70,1,368.75,1,5.912827101590909
15259,168,4,1182.38,0,7.076130029643467
15260,28,20,7377.46,1,8.906320223732749
15261,37,3,1253.18,1,7.134237251561746
15262,36,2,239.87,1,5.484257368864703
15264,186,1,454.66,1,6.1217469173709045
15265,260,2,1839.52,1,7.517803419372369
15266,35,4,732.91,1,6.598386405292769
15268,134,3,961.9,0,6.869949564246238
15269,36,2,816.5600000000001,1,6.7063242945735775
15270,56,14,6145.37,1,8.723616942635617
15271,21,10,2202.47,1,7.6977886694854805
15272,106,4,1363.54,1,7.218572654486038
15273,255,1,228.96,0,5.43790538075509
15276,50,3,514.22,1,6.244593993912448
15277,81,1,220.44,1,5.400151672429304
15278,217,4,496.16,0,6.208911905877311
15279,36,4,1290.03,1,7.163195628376804
15280,144,2,293.1,1,5.68391984555995
15281,34,7,6211.42,1,8.73430579305839
15282,226,1,348.59,0,5.856761039253281
15283,46,3,148.32999999999998,0,5.006158622069177
15284,156,1,24.75,0,3.248434627109745
15285,63,1,94.92,0,4.5635145107192585
15287,35,3,369.34,1,5.914421502609669
15288,21,6,1576.61,1,7.363666322570674
15289,114,2,653.3100000000001,1,6.483581245267995
15290,49,8,2553.06,1,7.845439528877228
15291,29,26,9178.26,1,9.124701870343587
15293,321,1,247.5,0,5.5154428455366835
15294,66,1,233.35,0,5.456815724368715
15295,310,1,217.24,0,5.3855953746550975
15296,76,6,6669.97,1,8.805520555622504
15298,22,12,4659.47,1,8.446871580402927
15299,28,6,3484.53,1,8.156375391975914
15301,24,6,2533.09,1,7.837589877219591
15302,386,1,308.0,0,5.733341276897746
15303,221,2,650.16,1,6.478755387740309
15304,24,2,225.15,1,5.421198495923853
15305,211,1,93.6,0,4.549657476057832
15306,156,6,2310.38,1,7.745600027739347
15309,266,4,797.96,0,6.683310881934879
15310,134,1,1634.64,0,7.399789444048626
15311,21,121,56003.26,1,10.933183038252574
15312,39,8,2005.34,1,7.604067445685239
15314,69,2,492.48,1,6.201482331203264
15317,333,1,129.75,0,4.873287102945032
15321,93,9,3961.42,1,8.284610228707281
15322,132,1,711.18,1,6.568330688449932
15323,218,3,434.6,0,6.076724391058805
15324,357,1,140.22000000000003,0,4.950318958088201
15325,51,7,1439.72,1,7.272898267611698
15326,265,4,1388.81,1,7.236922326134238
15328,63,1,107.24,0,4.684350983862532
15329,30,8,1934.63,1,7.56818813386911
15331,155,3,767.91,0,6.644973927545967
15336,57,1,240.5,0,5.486869473092628
15337,67,1,373.02,0,5.924309271920574
15338,333,1,283.43,0,5.650487177597977
15339,77,5,1253.77,1,7.134707567838177
15340,217,1,105.5,0,4.66814498514948
15341,105,1,382.2,1,5.948557046096705
15346,81,2,343.7,1,5.84267447352282
15347,22,4,1162.0,1,7.0587581525186645
15350,29,2,547.6,1,6.307369578503503
15351,25,4,1778.18,1,7.483907862985888
15352,204,1,114.95,0,4.753159063701541
15353,23,6,2398.93,1,7.783194849244015
15354,259,3,284.4,0,5.653891705042736
15356,24,4,698.45,1,6.55029431192244
15358,21,22,8703.21,1,9.071562095642912
15359,318,8,181.35,0,5.205927917254689
15361,182,3,270.15,1,5.602672173287069
15362,104,2,613.08,0,6.420125212819335
15363,28,2,678.11,1,6.520783117383144
15365,59,6,2242.81,1,7.7159305928261315
15366,65,5,1786.57,1,7.488612434640558
15367,74,7,3203.74,1,8.072386242819173
15368,50,1,275.8,1,5.623295223743515
15369,148,11,6251.26,0,8.740698277368923
15370,66,1,1352.96,1,7.210788910938355
15371,318,1,59.400000000000006,0,4.100989104940769
15372,106,7,4009.66,1,8.296711095286087
15373,27,6,1005.48,1,6.914214374042875
15374,280,1,139.32,1,4.943925528623873
15375,346,1,60.96,0,4.1264890155486675
15377,38,4,1211.75,0,7.100645787125326
15378,118,2,246.5,0,5.511410582008745
15379,56,1,1174.55,1,7.0694914021669835
15380,21,7,1788.8,1,7.4898591607487575
15381,79,3,1293.72,1,7.166049734539326
15382,30,6,7777.84,1,8.959162505798819
15384,37,2,1385.38,1,7.234451312446217
15385,48,2,625.2,1,6.4396698088923054
15387,148,1,468.65,0,6.151987736440525
15389,56,4,2233.8,1,7.711907017584994
15391,240,1,289.87,0,5.672876431960318
15392,30,3,1376.09,1,7.227727856069942
15393,223,3,659.48,1,6.492966843413089
15394,51,7,3103.26,1,8.040530640681792
15396,239,1,508.2000000000001,1,6.232840866683252
15400,76,3,586.1,1,6.37519516307014
15401,108,2,216.95,0,5.384265678684401
15402,43,4,1203.77,1,7.094043956337202
15403,147,2,170.88,0,5.146796558906795
15404,31,1,257.06,0,5.5531921160237
15405,232,1,310.74,1,5.742169507060905
15406,109,2,465.16,1,6.1445289228348186
15409,377,1,131.25,0,4.8846940707384086
15410,224,2,1234.88,1,7.11953854592571
15413,347,5,6798.72,0,8.824636713845836
15416,134,3,588.5,1,6.379274719977426
15418,81,2,452.32,0,6.116598277864748
15420,90,6,743.0,0,6.612041034833092
15421,41,6,2854.98,1,7.957170320633835
15422,35,5,1522.27,1,7.328614618863514
15423,237,2,223.39,1,5.413385609375712
15424,119,1,214.44,1,5.372682448503343
15425,56,4,1944.57,0,7.573310272245073
15426,25,5,1168.0,1,7.063903961472068
15428,43,3,668.97,1,6.507232935263128
15430,123,2,954.75,0,6.862496372576522
15431,158,1,153.24,0,5.038509830862235
15432,197,1,149.57,1,5.014428092334952
15434,30,6,1525.5800000000002,1,7.3307852182697735
15437,296,1,193.29,1,5.269351888255022
15439,60,4,1269.05,0,7.1468115487563955
15441,52,3,1254.21,0,7.135058168244959
15443,130,7,1939.02,1,7.5704535612825845
15445,246,1,171.0,1,5.147494476813453
15446,32,3,406.95,0,6.011144617874809
15447,183,4,337.71000000000004,1,5.8251442840409675
15448,330,1,294.17,1,5.687551461545784
15451,90,2,233.21,0,5.45621814880031
15452,46,3,1260.38,1,7.139961638705089
15454,274,1,128.59,1,4.864375620447323
15455,253,1,38.25,0,3.6699514442284173
15456,59,7,1672.05,1,7.422403586971794
15458,58,1,208.8,1,5.346154695962197
15459,73,2,202.83,0,5.317286313095639
15461,116,2,429.7,0,6.065411792060065
15462,101,1,502.45,1,6.221484402361624
15465,25,15,5301.03,1,8.575845045075136
15466,45,3,1236.48,1,7.120832332696083
15468,48,1,962.97,1,6.871060173794348
15469,94,1,335.70000000000005,1,5.819192326167029
15470,231,1,63.42,0,4.165424143903053
15471,36,2,847.08,1,6.742974970964842
15473,100,1,274.8,1,5.619675965359201
15474,251,1,163.1,0,5.100475998096045
15476,36,4,2209.98,0,7.701191135135846
15477,305,1,368.4,0,5.911880067765139
15478,231,1,583.5600000000001,1,6.370859427482962
15479,389,1,147.4,0,4.99991133073328
15482,42,7,3537.6,1,8.171486447678902
15483,41,6,628.39,1,6.444751096356646
15484,196,2,1061.69,1,6.968558708340963
15485,29,5,3196.51,1,8.070127660891423
15486,183,1,102.0,0,4.634728988229636
15487,335,1,231.32,0,5.448115731636431
15488,112,4,340.6,1,5.833640461914415
15489,56,5,1285.3300000000002,1,7.159548481521243
